Team,Position,Shirt number,Name,Minutes played,Games played,Full games played,Games started,Games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
Real Madrid,Forward,,Cristo González,45,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,3,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,4,2,10,9,1,0,0
Real Madrid,Forward,7,Mariano,439,13,2,3,11,2,0,0,3,0,0,10,0,0,3,2,1,1,0,7,14,11,13,14,4,5,0,0,0,1,15,8,0,1,3,3,0,0,2,0,1,0,0,0,0,2,45,21,24,92,88,2,2,1
Real Madrid,Forward,9,Benzema,2.961,36,24,35,12,1,0,0,21,3,0,39,1,8,60,25,11,13,0,91,109,43,54,36,22,23,1,0,1,0,85,46,6,45,27,20,1,0,13,3,8,0,0,20,2,24,297,200,97,1.183,1.125,52,6,7
Real Madrid,Forward,11,Bale,1.792,29,6,21,23,4,0,0,8,1,0,23,3,11,36,11,8,8,0,60,68,37,37,15,21,18,0,0,1,7,67,32,3,23,20,8,0,6,2,1,0,0,0,70,0,16,202,128,74,690,631,57,2,4
Real Madrid,Forward,17,L. Vázquez,1.501,31,9,15,22,4,1,1,1,0,0,18,1,12,82,6,26,17,0,114,120,7,24,2,38,41,0,0,4,13,18,11,3,33,25,1,0,1,0,0,0,0,0,61,4,43,265,234,31,875,820,52,3,1
Real Madrid,Forward,28,Vinicius,864,18,5,9,13,0,0,0,2,0,0,13,1,7,31,0,6,4,0,72,77,1,2,8,21,13,1,0,2,0,31,17,0,41,29,2,0,0,2,0,0,0,0,21,2,10,152,149,3,285,274,7,4,1
Real Sociedad,Goalkeeper,,Andoni Zubiaurre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Goalkeeper,1,Gero Rulli,2.43,27,27,27,0,3,0,0,0,0,0,35,0,1,229,17,1,1,2,5,3,12,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,8,14,983,488,495,0,0
Real Sociedad,Goalkeeper,13,Moyà,990,11,11,11,0,1,0,0,0,0,0,11,0,1,84,15,1,0,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,3,5,326,160,166,0,0
Real Sociedad,Defender,2,Zaldúa,2.141,26,21,25,5,7,0,0,1,0,0,29,3,38,90,66,27,12,0,119,70,48,30,0,64,33,0,1,0,13,5,2,2,18,17,1,0,0,0,0,1,0,0,73,0,39,267,189,78,899,788,111,0,1
Real Sociedad,Defender,3,Llorente R.,1.755,21,17,20,4,5,0,0,0,0,1,17,15,26,95,80,15,11,0,40,33,58,44,1,13,20,0,0,0,8,6,1,0,2,2,0,0,0,0,0,0,0,1,2,0,26,175,73,102,1.098,932,165,1,0
Real Sociedad,Defender,6,H.Moreno,1.929,25,21,21,4,2,0,0,1,0,0,29,19,31,95,72,9,7,0,30,26,38,28,3,13,17,0,0,0,2,4,1,0,2,2,1,0,0,0,0,1,0,0,5,0,16,122,56,66,1.192,1.029,163,0,1
Real Sociedad,Defender,15,Aritz,2.253,27,22,24,5,5,0,0,1,0,0,35,7,39,137,138,29,18,0,88,39,66,41,0,27,22,0,0,2,6,9,5,0,16,3,1,0,1,0,0,0,0,0,28,0,47,234,127,107,1.108,962,145,1,1
Real Sociedad,Defender,18,Gorosabel,454,7,4,6,3,0,0,0,0,0,0,6,1,4,23,16,9,7,0,21,20,7,8,0,5,5,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,9,0,16,56,41,15,210,194,16,0,0
Real Sociedad,Defender,19,Theo,1.976,24,19,22,5,5,1,0,1,0,0,30,5,33,126,36,33,21,0,165,108,22,19,4,70,29,0,0,1,9,19,5,2,41,41,1,0,1,0,0,0,0,0,58,0,54,314,273,41,909,858,49,2,0
Real Sociedad,Defender,20,Rodrigues,483,7,5,5,2,1,0,0,0,0,0,6,3,8,31,14,11,10,0,35,24,6,13,0,6,5,0,0,0,1,2,1,0,8,4,0,0,0,0,0,0,0,0,12,0,21,78,59,19,181,167,14,0,0
Real Sociedad,Defender,22,Raúl Navas,1.311,16,13,15,3,4,0,0,0,0,0,17,9,20,97,60,14,9,0,39,16,29,17,1,13,10,0,1,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,23,101,55,46,864,744,120,0,0
Real Sociedad,Defender,27,Robin Le Normand,283,4,3,3,1,1,0,0,0,0,0,5,0,4,18,12,2,3,0,8,5,8,2,0,2,3,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,23,13,10,220,189,31,0,0
Real Sociedad,Defender,29,Aihen Muñoz,954,11,8,11,3,0,0,0,0,0,0,10,9,7,42,19,8,5,0,39,31,15,20,0,6,6,0,0,0,0,1,0,0,20,11,0,0,0,0,0,0,0,0,28,0,13,105,70,35,399,359,40,0,0
Real Sociedad,Defender,35,Alex Sola,90,1,1,1,0,0,0,0,0,0,0,0,0,1,12,2,3,1,0,10,7,0,1,0,2,1,0,0,0,0,2,1,0,4,3,0,0,0,0,0,0,0,0,4,0,4,18,17,1,52,51,1,0,0
Real Sociedad,Midfielder,,Ander Guevara,90,1,1,1,0,0,0,0,0,0,0,1,0,1,5,0,1,2,0,7,7,1,0,0,1,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,15,14,1,42,39,3,0,0
Real Sociedad,Midfielder,4,Illarramendi,1.822,23,16,20,7,8,0,0,1,0,0,21,9,31,182,44,24,15,0,80,77,29,50,0,35,34,0,0,3,26,11,4,1,7,3,1,0,0,1,0,0,0,0,15,4,39,236,157,79,1.238,1.097,134,7,1
Real Sociedad,Midfielder,5,Zubeldia,2.551,33,23,29,10,7,0,0,0,0,0,37,6,45,200,57,35,26,0,109,98,61,54,0,13,37,0,0,2,12,10,4,1,37,6,0,0,0,0,0,0,0,0,2,0,61,322,207,115,1.2,1.071,129,0,0
Real Sociedad,Midfielder,8,Merino,2.06,29,14,24,15,8,1,1,3,0,0,29,2,29,156,36,28,22,0,113,162,85,44,1,37,70,2,0,3,33,20,10,3,28,13,2,1,3,0,0,0,0,0,15,0,50,404,275,129,1.089,982,97,10,2
Real Sociedad,Midfielder,14,R. Pardo,1.373,24,3,16,21,3,0,0,1,0,0,19,6,22,86,8,7,4,0,29,41,9,17,1,10,13,1,0,1,4,11,4,2,8,5,1,0,0,0,0,1,0,0,36,66,11,96,70,26,805,690,108,7,1
Real Sociedad,Midfielder,16,Merquelanz,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Real Sociedad,Midfielder,17,Zurutuza,1.223,21,6,13,15,2,0,0,2,0,0,15,4,24,88,21,16,11,0,62,63,40,34,2,36,18,0,0,0,3,9,2,0,5,6,2,0,0,1,0,1,0,0,6,0,27,199,125,74,603,564,35,4,2
Real Sociedad,Midfielder,23,Sangalli ,999,18,3,12,15,0,0,0,1,0,0,17,1,5,65,3,13,6,0,52,52,9,21,0,17,11,1,0,1,0,10,5,3,16,7,1,0,0,1,0,0,0,0,18,2,19,134,104,30,361,339,19,3,1
Real Sociedad,Midfielder,28,Roberto López,28,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,3,0,0,0
Real Sociedad,Midfielder,31,Näis Djouahra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Midfielder,34,Ander Barrenetxea,398,9,0,5,9,0,0,0,1,0,0,5,0,4,18,1,2,5,0,32,39,2,7,3,6,12,0,0,0,0,3,1,0,19,13,1,0,0,1,0,0,0,0,6,0,7,80,71,9,105,97,7,1,1
Real Sociedad,Midfielder,36,Martín Zubimendi,6,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,2,1,1,0
Real Sociedad,Midfielder,38,Zourdine Thior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Forward,7,Juanmi,1.52,30,6,16,24,3,1,1,5,0,0,23,0,17,62,10,12,9,0,64,80,19,27,24,27,27,1,0,4,7,35,21,2,16,3,4,1,0,5,0,0,0,0,6,0,21,190,144,46,359,342,15,2,4
Real Sociedad,Forward,10,Oyarzabal,3.159,37,28,36,9,2,0,0,13,3,1,41,3,14,137,23,20,16,0,118,188,45,68,11,38,32,1,0,5,3,50,28,2,46,48,13,0,10,1,3,2,0,1,45,22,36,419,306,113,924,864,51,9,8
Real Sociedad,Forward,11,Januzaj,1.252,20,8,13,12,1,0,0,1,0,0,11,0,6,59,4,8,3,0,111,115,3,14,5,35,16,0,0,2,0,22,6,3,65,40,1,0,1,0,0,0,0,0,58,66,11,243,226,17,431,374,54,3,0
Real Sociedad,Forward,12,Willian J.,2.374,31,18,28,13,5,1,0,11,5,0,27,5,1,62,27,3,2,0,55,96,42,49,18,31,34,0,0,5,9,46,26,5,19,11,10,1,0,9,5,2,0,0,13,0,5,242,151,91,755,656,91,8,7
Real Sociedad,Forward,21,Bautista,587,18,2,4,16,1,0,0,1,0,0,9,1,5,14,4,3,2,0,18,31,53,59,9,9,14,1,0,0,3,17,5,0,5,3,1,0,0,1,0,0,0,0,0,0,5,161,49,112,136,132,4,0,0
Real Sociedad,Forward,24,Sandro,1.05,24,4,10,20,4,0,0,0,0,0,17,1,9,68,2,10,9,0,54,59,10,11,9,24,19,0,0,0,4,33,12,0,12,20,0,0,0,0,0,0,0,0,29,18,19,134,113,21,342,331,9,2,0
SD Eibar,Goalkeeper,1,Dmitrović,2.16,24,24,24,0,3,0,0,0,0,0,30,0,2,248,21,0,0,0,0,3,7,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,692,91,601,0,0
SD Eibar,Goalkeeper,13,Riesgo,1.26,14,14,14,0,1,0,0,0,0,0,20,0,0,136,10,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,347,49,298,0,0
SD Eibar,Defender,2,J. Calavera,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD Eibar,Defender,3,Bigas,584,10,4,7,6,1,0,0,0,0,0,13,2,8,29,22,3,1,1,8,10,15,9,0,4,5,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,42,18,24,296,226,69,1,0
SD Eibar,Defender,4,N. E. Ramis ,1.682,21,13,20,8,4,0,0,0,0,0,18,5,20,117,62,13,10,0,36,13,62,28,2,10,10,1,1,0,5,13,3,0,3,0,0,0,0,0,0,0,0,0,1,0,23,139,49,90,809,614,195,0,0
SD Eibar,Defender,12,Paulo,2.243,28,23,24,5,4,0,0,0,0,1,33,10,36,123,115,39,10,0,59,37,77,45,0,12,19,0,0,1,5,8,2,0,0,2,0,0,0,0,0,0,0,1,1,0,49,218,96,122,1.01,698,312,0,0
SD Eibar,Defender,15,Cote,3.034,35,27,34,8,9,0,0,1,0,0,43,5,41,234,99,46,20,1,128,76,49,38,1,17,22,0,1,2,11,15,4,1,45,16,0,1,1,0,0,0,0,0,215,45,66,291,204,87,1.488,1.049,437,2,1
SD Eibar,Defender,20,Cucurella,2.356,31,19,26,12,6,0,0,1,0,0,30,3,20,146,17,37,12,0,82,97,40,68,8,16,42,0,0,3,13,15,2,2,17,23,1,0,1,0,0,0,0,0,72,0,49,287,179,108,848,795,53,0,1
SD Eibar,Defender,23,Arbilla,1.95,25,19,22,6,3,1,1,1,0,0,31,5,46,151,89,24,8,1,41,29,59,41,0,5,14,0,0,1,3,11,1,2,4,2,1,0,0,0,0,1,0,0,8,0,32,170,70,100,1.116,792,323,1,1
SD Eibar,Midfielder,5,Escalante,1.782,32,12,18,20,6,0,0,4,0,0,29,2,21,106,19,28,22,0,90,80,46,65,0,18,32,0,0,1,13,16,10,1,23,7,4,0,2,1,0,1,0,0,7,0,50,281,170,111,756,676,77,3,4
SD Eibar,Midfielder,6,Sergio A.,1.064,19,9,12,10,1,0,0,0,0,0,14,4,17,76,41,25,9,1,40,35,36,21,1,6,19,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34,132,75,57,498,430,68,0,0
SD Eibar,Midfielder,8,P. Diop,2.356,28,22,27,6,11,0,0,1,0,0,36,1,37,170,25,40,26,0,126,99,102,79,1,47,68,0,0,2,29,30,5,1,17,4,1,0,0,0,0,1,0,0,11,0,66,406,225,181,1.129,1,128,1,0
SD Eibar,Midfielder,11,R. Peña,2.673,31,29,30,2,3,0,0,1,0,0,41,9,36,214,41,46,18,1,160,109,21,26,1,34,24,0,0,2,7,15,4,2,62,31,1,0,0,1,0,0,0,0,216,0,64,316,269,47,1.349,1.073,275,1,1
SD Eibar,Midfielder,14,Orellana,2.738,33,24,31,9,4,0,0,3,1,0,40,0,19,190,2,21,23,0,183,240,28,51,5,59,24,1,0,4,3,63,25,5,81,90,3,0,0,3,1,0,0,0,90,22,44,502,423,79,1.164,1.098,61,5,1
SD Eibar,Midfielder,16,De Blasis,1.517,24,13,16,11,3,1,0,2,0,0,23,0,13,99,19,19,13,0,51,61,27,34,0,11,18,0,0,0,4,10,8,0,8,10,1,1,1,1,0,0,0,0,65,0,32,173,112,61,641,539,100,2,1
SD Eibar,Midfielder,21,P. León,426,9,1,5,8,0,0,0,1,0,0,5,0,4,22,1,4,3,0,13,20,12,8,0,5,5,0,0,0,0,7,2,0,1,4,1,0,0,1,0,0,0,0,27,15,7,53,33,20,122,112,10,0,1
SD Eibar,Midfielder,22,Pere Milla,344,5,1,5,4,0,0,0,0,0,0,4,1,2,21,1,6,1,0,11,25,10,14,2,5,7,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,8,9,7,60,36,24,114,107,7,0,0
SD Eibar,Midfielder,24,Jordán,2.878,36,25,32,11,10,0,0,4,0,0,39,4,33,249,17,40,23,0,144,158,52,35,4,37,59,0,0,2,17,44,17,4,46,16,0,4,0,4,0,0,2,0,76,121,63,389,302,87,1.684,1.438,245,1,3
SD Eibar,Midfielder,29,Miguel Marí,67,2,0,0,2,0,0,0,0,0,0,2,0,1,5,2,0,0,0,1,4,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,40,38,2,0,0
SD Eibar,Forward,7,Marc,597,17,1,6,16,1,0,0,3,0,0,9,0,1,33,3,5,2,0,23,38,18,23,5,12,9,0,0,1,1,13,8,1,6,17,3,0,0,3,0,0,0,0,7,0,7,102,61,41,165,160,5,0,3
SD Eibar,Forward,9,Sergi Enrich,2.592,35,14,30,21,4,0,0,7,0,0,38,1,6,94,12,17,10,0,63,120,176,228,39,31,65,2,0,5,6,57,16,4,10,4,7,0,0,5,0,2,0,0,6,0,27,587,183,404,925,896,28,1,4
SD Eibar,Forward,17,Kike G.,1.294,30,3,15,27,0,0,0,3,0,0,22,0,4,48,6,4,3,0,32,60,81,105,10,25,31,0,0,9,0,40,16,0,6,8,3,0,0,1,0,2,0,0,12,0,7,278,92,186,394,377,17,0,2
SD Eibar,Forward,19,Charles L.,1.734,34,7,17,27,4,0,0,14,6,0,23,1,4,54,14,5,2,0,31,66,107,127,13,29,39,1,0,3,6,57,30,1,1,5,13,1,0,11,6,3,0,0,12,0,7,331,97,234,545,532,11,2,7
SD Huesca,Goalkeeper,1,Javi Varas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD Huesca,Goalkeeper,13,Santamaría,1.8,20,20,20,0,1,0,0,0,0,0,30,0,1,152,14,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,546,50,496,0,0
SD Huesca,Goalkeeper,25,Jovanović,1.08,12,12,12,0,1,0,0,0,0,0,19,0,1,68,10,0,0,0,1,1,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,309,53,256,0,0
SD Huesca,Defender,2,Mantovani,699,9,6,6,3,2,0,0,2,0,1,18,3,22,23,47,9,6,1,27,17,34,15,0,16,12,0,2,1,2,4,3,0,0,0,2,0,0,0,0,2,0,1,0,0,15,93,44,49,226,201,25,0,1
SD Huesca,Defender,3,Etxeita,2.678,31,28,30,3,11,0,0,4,0,1,52,25,39,114,160,23,24,1,57,54,81,58,1,12,34,0,1,1,19,18,8,0,1,1,4,0,0,1,0,3,0,1,8,0,47,250,111,139,882,686,196,0,2
SD Huesca,Defender,4,Diéguez,749,9,7,8,2,3,0,0,0,0,0,13,4,12,35,42,10,6,0,30,18,18,13,0,9,9,0,1,0,5,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,16,79,48,31,204,162,41,1,0
SD Huesca,Defender,14,J. Pulido,2.788,32,27,32,5,8,2,0,3,0,1,50,18,50,134,149,41,22,1,94,83,75,52,6,32,50,0,0,0,26,17,7,3,5,6,3,0,1,1,0,1,0,1,16,0,64,304,177,127,921,746,175,0,3
SD Huesca,Defender,15,Akapo,1.012,13,9,12,4,2,0,0,0,0,0,16,2,22,54,33,15,13,1,47,39,21,14,0,13,16,0,0,0,6,4,1,0,8,6,0,0,0,0,0,0,0,0,7,0,28,121,86,35,348,309,38,1,0
SD Huesca,Defender,16,Luisinho,509,7,4,6,3,4,0,0,0,0,0,16,1,16,27,15,10,4,0,26,21,0,4,0,8,8,0,0,0,7,3,1,0,4,2,0,0,0,0,0,0,0,0,8,1,14,51,47,4,195,175,19,1,0
SD Huesca,Defender,18,Insua,779,10,7,10,3,4,0,0,0,0,0,10,0,12,32,39,10,13,0,28,25,25,22,1,4,16,0,0,1,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,100,53,47,246,206,40,0,0
SD Huesca,Defender,24,Miramón,2.496,30,26,30,4,5,0,0,1,0,0,42,11,44,223,54,54,18,0,118,76,31,24,0,13,26,0,0,1,9,7,4,0,34,18,0,1,0,1,0,0,0,0,81,0,72,249,194,55,983,824,159,0,1
SD Huesca,Midfielder,5,Aguilera,347,6,1,4,5,0,0,0,0,0,0,5,2,4,27,2,2,0,0,9,7,4,5,0,6,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,25,16,9,184,168,16,0,0
SD Huesca,Midfielder,6,Moi Gómez,3.061,36,28,35,8,3,0,0,2,0,0,58,3,28,252,24,28,14,0,99,141,22,28,0,25,47,1,0,0,7,17,8,7,33,23,1,1,1,1,0,0,0,0,69,52,42,290,240,50,1.42,1.206,212,2,2
SD Huesca,Midfielder,7,Ferreiro,2.276,35,17,23,18,5,0,0,1,0,0,42,1,24,145,10,22,14,0,95,134,8,33,24,36,42,0,0,1,17,22,13,3,24,14,1,0,0,0,0,1,0,0,188,75,37,270,229,41,739,648,87,4,1
SD Huesca,Midfielder,8,Melero,1.346,22,7,14,15,3,0,0,2,1,0,25,4,2,96,21,23,3,0,53,91,26,23,1,17,32,2,0,0,3,19,7,1,12,16,2,0,1,1,1,0,0,0,3,0,26,193,144,49,716,676,39,1,1
SD Huesca,Midfielder,10,Camacho,34,3,0,0,3,0,0,0,0,0,0,1,0,0,4,1,1,0,0,3,3,1,3,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,10,6,4,22,20,2,0,0
SD Huesca,Midfielder,11,Álex Gallar,1.002,25,3,10,22,2,0,0,4,1,0,25,1,9,74,4,9,6,0,49,63,4,5,3,16,6,0,0,3,1,19,10,1,19,27,3,1,3,1,1,0,1,0,25,23,15,121,112,9,407,366,39,2,2
SD Huesca,Midfielder,12,Javi Galán,1.44,16,16,16,0,7,0,0,0,0,0,23,1,19,95,37,39,22,1,112,76,17,19,1,22,15,0,1,0,11,2,0,2,29,22,0,0,0,0,0,0,0,0,68,0,61,224,188,36,396,327,66,3,0
SD Huesca,Midfielder,17,Rivera,1.694,22,14,19,8,2,0,0,2,0,0,31,4,32,136,26,25,13,0,66,54,24,35,1,11,18,0,0,0,2,11,7,0,18,7,2,0,0,2,0,0,0,0,9,0,38,179,120,59,682,613,69,0,2
SD Huesca,Midfielder,20,Juanpi,672,14,0,8,14,2,0,0,2,1,0,8,0,5,42,3,6,10,0,39,48,8,11,2,15,13,1,0,3,2,8,3,2,8,11,2,0,2,0,1,0,0,0,8,8,16,106,87,19,217,192,23,2,2
SD Huesca,Midfielder,21,Herrera,1.158,16,8,14,8,5,0,0,0,0,0,18,1,14,85,29,24,24,0,85,85,32,19,0,23,32,0,1,0,11,10,2,0,15,14,0,0,0,0,0,0,0,0,10,0,48,221,170,51,433,386,47,0,0
SD Huesca,Midfielder,23,Musto,1.687,24,13,20,11,11,0,0,0,0,0,42,11,35,97,51,34,18,1,69,72,48,39,1,17,47,0,1,1,30,11,2,0,1,1,0,0,0,0,0,0,0,0,3,1,52,228,141,87,775,676,99,0,0
SD Huesca,Forward,9,Cucho Hernández,2.15,34,11,25,23,6,0,0,4,2,0,45,2,9,86,17,13,9,0,98,127,59,109,14,40,33,1,0,2,12,68,24,3,37,38,4,0,0,4,2,0,0,0,48,1,22,393,225,168,544,495,46,3,1
SD Huesca,Forward,19,Chimy Ávila,1.993,34,9,20,25,9,1,1,10,1,0,36,2,13,75,21,10,8,0,84,101,70,74,10,46,38,0,0,6,11,66,24,2,22,24,8,2,5,5,1,0,0,0,39,1,18,329,185,144,523,423,94,6,5
SD Huesca,Forward,22,Enric Gallego,1.541,19,13,17,6,4,0,0,5,0,0,25,2,8,45,31,15,6,0,60,98,100,109,19,29,45,0,0,4,16,28,13,1,14,26,5,0,3,1,0,1,0,0,10,0,21,367,158,209,374,364,5,5,2
Sevilla FC,Goalkeeper,1,Tomáš Vaclík,2.97,33,33,34,0,1,0,0,0,0,0,44,0,0,284,17,0,0,0,4,2,13,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,6,13,813,238,575,0,0
Sevilla FC,Goalkeeper,13,Juan Soriano,359,4,3,4,1,0,1,1,0,0,0,2,0,1,44,4,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,119,28,91,0,0
Sevilla FC,Goalkeeper,39,Javier Díaz,90,1,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,13,0,0
Sevilla FC,Defender,3,Sergi Gómez,2.766,32,29,31,3,1,0,0,0,0,0,43,20,41,124,129,38,11,0,56,38,82,72,2,7,28,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,49,248,94,154,1.457,1.228,229,0,0
Sevilla FC,Defender,4,Kjaer,2.015,26,16,25,10,5,0,0,0,0,0,30,34,27,108,136,19,10,2,38,26,79,39,0,14,21,0,0,0,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,182,64,118,907,765,139,3,0
Sevilla FC,Defender,6,Carriço,2.132,24,22,24,2,10,0,0,1,0,0,23,12,31,118,102,18,17,1,48,43,59,48,1,6,30,0,0,1,11,7,2,1,8,1,1,0,0,0,0,1,0,0,2,0,35,198,91,107,1.001,823,177,1,1
Sevilla FC,Defender,14,Maximilian Wöber,536,7,5,6,2,2,0,0,0,0,0,8,0,7,35,16,9,3,0,13,12,16,23,0,1,8,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,8,0,12,64,25,39,260,224,34,2,0
Sevilla FC,Defender,18,Escudero,1.549,21,11,18,10,6,1,1,0,0,0,17,4,25,98,38,29,14,0,76,56,22,35,1,21,21,0,1,1,14,18,2,1,12,8,0,0,0,0,0,0,0,0,40,4,43,189,132,57,744,666,76,2,0
Sevilla FC,Defender,23,Arana,633,9,4,8,5,3,0,0,0,0,0,8,3,9,35,7,6,5,0,21,14,3,3,0,8,5,0,0,0,3,4,2,0,2,5,0,0,0,0,0,0,0,0,19,0,11,41,35,6,220,208,12,0,0
Sevilla FC,Defender,24,Gnagnon,444,7,3,4,4,2,0,0,0,0,0,6,2,11,30,15,8,3,0,20,15,19,11,0,7,8,0,0,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,1,0,11,65,35,30,258,240,18,0,0
Sevilla FC,Defender,25,Mercado,1.737,23,14,19,9,10,0,0,2,0,0,23,12,26,80,68,23,12,0,54,51,47,39,2,19,32,1,1,3,15,11,4,1,1,1,2,0,0,2,0,0,0,0,5,0,35,191,105,86,744,644,100,0,2
Sevilla FC,Midfielder,5,Amadou,757,17,4,7,13,2,0,0,0,0,0,14,4,11,45,23,20,7,0,40,28,26,16,1,10,12,0,0,0,5,5,2,0,5,1,0,0,0,0,0,0,0,0,6,0,27,110,68,42,352,321,31,0,0
Sevilla FC,Midfielder,7,R. Mesa,1.745,31,11,20,20,10,0,0,2,0,0,27,0,14,153,9,27,19,0,95,110,12,20,2,26,45,1,1,1,20,19,7,2,23,10,1,1,0,2,0,0,0,0,32,8,46,237,205,32,914,837,75,2,2
Sevilla FC,Midfielder,10,Banega,2.676,32,18,32,14,15,2,1,3,2,0,33,5,28,290,25,50,21,0,192,183,11,25,2,67,57,0,1,1,38,19,10,4,54,22,2,1,0,3,2,0,0,0,54,96,71,411,375,36,2.091,1.772,313,6,2
Sevilla FC,Midfielder,11,Aleix Vidal,526,11,2,5,9,3,0,0,0,0,0,6,0,4,31,9,11,3,0,24,34,8,6,1,7,10,0,1,1,7,7,5,0,4,9,0,0,0,0,0,0,0,0,21,2,14,72,58,14,251,222,28,1,0
Sevilla FC,Midfielder,15,Gonalons,536,10,4,5,6,0,0,0,0,0,0,5,4,5,36,10,4,4,0,22,34,19,14,0,6,17,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,8,89,56,33,333,287,46,0,0
